timestamp,key,event_type,time_since_last_key
2025-11-02 16:05:24.337554,k,up,
2025-11-02 16:05:24.386992,e,down,137.969
2025-11-02 16:05:24.459483,e,up,
2025-11-02 16:05:24.573336,Key.space,down,186.318
2025-11-02 16:05:24.641225,Key.space,up,
2025-11-02 16:05:26.263991,a,down,1690.665
2025-11-02 16:05:26.279521,a,up,
2025-11-02 16:05:26.361995,n,down,98.006
2025-11-02 16:05:26.438387,n,up,
2025-11-02 16:05:26.538231,d,down,176.24
2025-11-02 16:05:26.612053,d,up,
2025-11-02 16:05:26.945311,Key.space,down,407.038
2025-11-02 16:05:27.000932,Key.space,up,
2025-11-02 16:05:27.310015,i,down,364.75
2025-11-02 16:05:27.391285,i,up,
2025-11-02 16:05:27.438299,c,down,128.278
2025-11-02 16:05:27.507263,c,up,
2025-11-02 16:05:27.730588,e,down,292.286
2025-11-02 16:05:27.799162,e,up,
2025-11-02 16:05:27.849319,Key.space,down,118.708
2025-11-02 16:05:27.933997,Key.space,up,
2025-11-02 16:05:28.021332,c,down,172.035
2025-11-02 16:05:28.106256,c,up,
2025-11-02 16:05:28.355421,r,down,334.092
2025-11-02 16:05:28.432827,e,down,77.405
2025-11-02 16:05:28.463725,r,up,
2025-11-02 16:05:28.543922,e,up,
2025-11-02 16:05:28.736355,a,down,303.529
2025-11-02 16:05:28.833331,a,up,
2025-11-02 16:05:28.962412,m,down,226.055
2025-11-02 16:05:29.059246,m,up,
2025-11-02 16:05:29.211457,Key.space,down,249.015
2025-11-02 16:05:29.269845,Key.space,up,
2025-11-02 16:05:30.608825,a,down,1397.401
2025-11-02 16:05:30.737204,a,up,
2025-11-02 16:05:30.899502,n,down,290.673
2025-11-02 16:05:30.979599,n,up,
2025-11-02 16:05:31.202268,d,down,302.772
2025-11-02 16:05:31.283134,d,up,
2025-11-02 16:05:31.778480,Key.space,down,576.166
2025-11-02 16:05:31.842632,Key.space,up,
2025-11-02 16:05:34.960986,Key.backspace,down,3182.499
2025-11-02 16:05:35.033392,Key.backspace,up,
2025-11-02 16:05:35.182618,Key.backspace,down,221.638
2025-11-02 16:05:35.255088,Key.backspace,up,
2025-11-02 16:05:35.391478,Key.backspace,down,208.867
2025-11-02 16:05:35.452217,Key.backspace,up,
2025-11-02 16:05:35.601370,Key.backspace,down,209.886
2025-11-02 16:05:35.677911,Key.backspace,up,
2025-11-02 16:05:35.831361,Key.backspace,down,229.997
2025-11-02 16:05:35.899699,Key.backspace,up,
2025-11-02 16:05:36.709881,.,down,878.553
2025-11-02 16:05:36.806044,.,up,
2025-11-02 16:05:37.030420,Key.space,down,320.503
2025-11-02 16:05:37.076979,Key.space,up,
2025-11-02 16:05:40.740935,Key.shift,down,3710.508
2025-11-02 16:05:41.016820,I,down,275.929
2025-11-02 16:05:41.104174,I,up,
2025-11-02 16:05:41.115894,Key.shift,up,
2025-11-02 16:05:41.705361,Key.space,down,688.506
2025-11-02 16:05:41.781683,Key.space,up,
2025-11-02 16:05:42.259544,a,down,554.22
2025-11-02 16:05:42.336032,a,up,
2025-11-02 16:05:42.443993,l,down,184.452
2025-11-02 16:05:42.521027,l,up,
2025-11-02 16:05:42.652064,s,down,208.073
2025-11-02 16:05:42.737112,s,up,
2025-11-02 16:05:42.793021,o,down,140.957
2025-11-02 16:05:42.862074,o,up,
2025-11-02 16:05:43.038822,Key.space,down,245.761
2025-11-02 16:05:43.111456,Key.space,up,
2025-11-02 16:05:43.254996,l,down,216.214
2025-11-02 16:05:43.367908,l,up,
2025-11-02 16:05:43.493330,i,down,238.329
2025-11-02 16:05:43.561997,i,up,
2025-11-02 16:05:43.683121,k,down,189.794
2025-11-02 16:05:43.767834,k,up,
2025-11-02 16:05:43.898247,e,down,215.125
2025-11-02 16:05:43.969121,e,up,
2025-11-02 16:05:43.995708,Key.space,down,97.463
2025-11-02 16:05:44.060181,Key.space,up,
2025-11-02 16:05:44.621483,h,down,625.788
2025-11-02 16:05:44.678033,o,down,56.544
2025-11-02 16:05:44.737783,h,up,
2025-11-02 16:05:44.829497,o,up,
2025-11-02 16:05:44.856541,t,down,178.511
2025-11-02 16:05:44.919900,t,up,
2025-11-02 16:05:44.951687,Key.space,down,95.125
2025-11-02 16:05:45.031467,Key.space,up,
2025-11-02 16:05:45.457732,c,down,506.051
2025-11-02 16:05:45.561962,c,up,
2025-11-02 16:05:45.606994,h,down,149.269
2025-11-02 16:05:45.751876,h,up,
2025-11-02 16:05:45.798861,p,down,191.865
2025-11-02 16:05:45.959845,p,up,
2025-11-02 16:05:46.045026,s,down,246.164
2025-11-02 16:05:46.145857,s,up,
2025-11-02 16:05:46.196999,Key.space,down,151.936
2025-11-02 16:05:46.260817,Key.space,up,
2025-11-02 16:05:46.832620,Key.backspace,down,635.615
2025-11-02 16:05:46.904675,Key.backspace,up,
2025-11-02 16:05:47.002415,Key.backspace,down,169.789
2025-11-02 16:05:47.093209,Key.backspace,up,
2025-11-02 16:05:47.180296,Key.backspace,down,177.894
2025-11-02 16:05:47.252299,Key.backspace,up,
2025-11-02 16:05:47.824432,Key.backspace,down,644.132
2025-11-02 16:05:47.925087,Key.backspace,up,
2025-11-02 16:05:48.281585,Key.backspace,down,457.146
2025-11-02 16:05:48.374858,Key.backspace,up,
2025-11-02 16:05:50.573677,a,down,2292.138
2025-11-02 16:05:50.622033,a,up,
2025-11-02 16:05:50.661645,n,down,87.97
2025-11-02 16:05:50.737523,n,up,
2025-11-02 16:05:50.861622,d,down,199.971
2025-11-02 16:05:50.950105,d,up,
2025-11-02 16:05:51.061012,Key.space,down,199.353
2025-11-02 16:05:51.118663,Key.space,up,
2025-11-02 16:05:53.853958,b,down,2792.982
2025-11-02 16:05:53.921855,b,up,
2025-11-02 16:05:54.068969,u,down,215.017
2025-11-02 16:05:54.153898,u,up,
2025-11-02 16:05:54.301888,l,down,232.919
2025-11-02 16:05:54.394913,l,up,
2025-11-02 16:05:54.820438,d,down,518.548
2025-11-02 16:05:54.900958,d,up,
2025-11-02 16:05:55.139027,a,down,318.591
2025-11-02 16:05:55.195379,a,up,
2025-11-02 16:05:55.345925,k,down,206.897
2025-11-02 16:05:55.462916,k,up,
2025-11-02 16:05:55.854379,Key.space,down,508.409
2025-11-02 16:05:55.942767,Key.space,up,
2025-11-02 16:05:56.962392,Key.backspace,down,1108.049
2025-11-02 16:05:57.082731,Key.backspace,up,
2025-11-02 16:05:57.636384,.,down,674.002
2025-11-02 16:05:57.708142,Key.space,down,71.719
2025-11-02 16:05:57.745059,.,up,
2025-11-02 16:05:57.783969,Key.space,up,
2025-11-02 16:05:58.273592,Key.shift,down,565.462
2025-11-02 16:05:58.401320,M,down,127.759
2025-11-02 16:05:58.485188,M,up,
2025-11-02 16:05:58.533179,Key.shift,up,
2025-11-02 16:05:58.664654,y,down,263.333
2025-11-02 16:05:58.729604,y,up,
2025-11-02 16:05:58.851756,Key.space,down,187.072
2025-11-02 16:05:58.936638,Key.space,up,
2025-11-02 16:05:59.097947,f,down,246.217
2025-11-02 16:05:59.198830,f,up,
2025-11-02 16:05:59.364305,a,down,266.351
2025-11-02 16:05:59.440763,a,up,
2025-11-02 16:05:59.551953,v,down,187.651
2025-11-02 16:05:59.628812,v,up,
2025-11-02 16:05:59.843919,r,down,291.977
2025-11-02 16:05:59.888687,r,up,
2025-11-02 16:06:00.159298,Key.backspace,down,315.319
2025-11-02 16:06:00.259777,Key.backspace,up,
2025-11-02 16:06:00.409482,o,down,250.234
2025-11-02 16:06:00.545416,o,up,
2025-11-02 16:06:00.569797,r,down,160.32
2025-11-02 16:06:00.646632,r,up,
2025-11-02 16:06:00.726043,i,down,156.244
2025-11-02 16:06:00.822564,i,up,
2025-11-02 16:06:00.863402,t,down,137.366
2025-11-02 16:06:00.976804,t,up,
2025-11-02 16:06:01.202289,e,down,338.878
2025-11-02 16:06:01.322274,e,up,
2025-11-02 16:06:01.511253,Key.space,down,308.919
2025-11-02 16:06:01.599915,Key.space,up,
2025-11-02 16:06:01.838223,f,down,327.014
2025-11-02 16:06:01.946591,f,up,
2025-11-02 16:06:02.046346,o,down,208.123
2025-11-02 16:06:02.126664,o,up,
2025-11-02 16:06:02.234275,o,down,187.932
2025-11-02 16:06:02.327008,o,up,
2025-11-02 16:06:02.410168,d,down,175.801
2025-11-02 16:06:02.502146,d,up,
2025-11-02 16:06:02.513436,Key.space,down,103.345
2025-11-02 16:06:02.585083,Key.space,up,
2025-11-02 16:06:02.729792,i,down,216.289
2025-11-02 16:06:02.817433,i,up,
2025-11-02 16:06:02.863047,s,down,133.353
2025-11-02 16:06:02.940224,s,up,
2025-11-02 16:06:02.981596,Key.space,down,118.522
2025-11-02 16:06:03.058865,Key.space,up,
2025-11-02 16:06:11.580183,Key.backspace,down,8598.551
2025-11-02 16:06:12.081129,Key.backspace,down,500.941
2025-11-02 16:06:12.164253,Key.backspace,down,83.138
2025-11-02 16:06:12.248424,Key.backspace,down,84.166
2025-11-02 16:06:12.332622,Key.backspace,down,84.193
2025-11-02 16:06:12.416606,Key.backspace,down,83.993
2025-11-02 16:06:12.500072,Key.backspace,down,83.461
2025-11-02 16:06:12.583421,Key.backspace,down,83.355
2025-11-02 16:06:12.666723,Key.backspace,down,83.294
2025-11-02 16:06:12.749916,Key.backspace,down,83.203
2025-11-02 16:06:12.833606,Key.backspace,down,83.681
2025-11-02 16:06:12.916790,Key.backspace,down,83.177
2025-11-02 16:06:13.000329,Key.backspace,down,83.553
2025-11-02 16:06:13.083695,Key.backspace,down,83.36
2025-11-02 16:06:13.167068,Key.backspace,down,83.373
2025-11-02 16:06:13.250271,Key.backspace,down,83.194
2025-11-02 16:06:13.333755,Key.backspace,down,83.489
2025-11-02 16:06:13.415474,Key.backspace,up,
2025-11-02 16:06:13.527587,Key.backspace,down,193.85
2025-11-02 16:06:13.620430,Key.backspace,up,
2025-11-02 16:06:13.715410,Key.backspace,down,187.83
2025-11-02 16:06:13.788472,Key.backspace,up,
2025-11-02 16:06:13.897705,Key.backspace,down,182.288
2025-11-02 16:06:13.978505,Key.backspace,up,
2025-11-02 16:06:15.767212,Key.shift,down,1869.5
2025-11-02 16:06:15.887022,M,down,119.849
2025-11-02 16:06:15.954362,M,up,
2025-11-02 16:06:16.010964,Key.shift,up,
2025-11-02 16:06:16.143919,y,down,256.897
2025-11-02 16:06:16.212527,y,up,
2025-11-02 16:06:16.348762,Key.space,down,204.821
2025-11-02 16:06:16.429614,Key.space,up,
2025-11-02 16:06:16.456925,f,down,108.188
2025-11-02 16:06:16.537735,f,up,
2025-11-02 16:06:16.675737,a,down,218.807
2025-11-02 16:06:16.764540,a,up,
2025-11-02 16:06:16.851474,v,down,175.737
2025-11-02 16:06:17.012324,v,up,
2025-11-02 16:06:17.077617,o,down,226.14
2025-11-02 16:06:17.159093,o,up,
2025-11-02 16:06:17.761897,r,down,684.256
2025-11-02 16:06:17.861999,r,up,
2025-11-02 16:06:17.893164,i,down,131.299
2025-11-02 16:06:17.990288,i,up,
2025-11-02 16:06:18.068476,t,down,175.308
2025-11-02 16:06:18.176955,t,up,
2025-11-02 16:06:18.317447,e,down,248.971
2025-11-02 16:06:18.406987,e,up,
2025-11-02 16:06:18.425288,Key.space,down,107.812
2025-11-02 16:06:18.518133,Key.space,up,
2025-11-02 16:06:18.690466,t,down,265.207
2025-11-02 16:06:18.783150,t,up,
2025-11-02 16:06:18.922496,y,down,232.029
2025-11-02 16:06:19.019487,y,up,
2025-11-02 16:06:19.054417,p,down,131.922
2025-11-02 16:06:19.155332,p,up,
2025-11-02 16:06:19.257519,e,down,203.101
2025-11-02 16:06:19.306297,e,up,
2025-11-02 16:06:19.328539,Key.space,down,70.994
2025-11-02 16:06:19.394402,Key.space,up,
2025-11-02 16:06:19.535701,o,down,207.185
2025-11-02 16:06:19.652964,o,up,
2025-11-02 16:06:19.773381,Key.space,down,237.646
2025-11-02 16:06:19.854393,Key.space,up,
2025-11-02 16:06:20.114459,Key.backspace,down,341.088
2025-11-02 16:06:20.212021,Key.backspace,up,
2025-11-02 16:06:20.259002,f,down,144.575
2025-11-02 16:06:20.359353,f,up,
2025-11-02 16:06:20.391505,Key.space,down,132.466
2025-11-02 16:06:20.472018,Key.space,up,
2025-11-02 16:06:20.612928,d,down,221.45
2025-11-02 16:06:20.705383,d,up,
2025-11-02 16:06:20.765215,o,down,152.293
2025-11-02 16:06:20.869206,o,up,
2025-11-02 16:06:20.895429,g,down,130.214
2025-11-02 16:06:20.980649,Key.space,down,85.185
2025-11-02 16:06:20.991026,g,up,
2025-11-02 16:06:21.067703,Key.space,up,
2025-11-02 16:06:21.164711,i,down,184.095
2025-11-02 16:06:21.257524,i,up,
2025-11-02 16:06:21.279683,s,down,114.976
2025-11-02 16:06:21.352265,s,up,
2025-11-02 16:06:21.379476,Key.space,down,99.759
2025-11-02 16:06:21.472381,Key.space,up,
2025-11-02 16:06:21.777703,w,down,398.256
2025-11-02 16:06:21.890370,w,up,
2025-11-02 16:06:21.955711,i,down,178.011
2025-11-02 16:06:22.056161,i,up,
2025-11-02 16:06:22.430678,e,down,474.967
2025-11-02 16:06:22.555080,e,up,
2025-11-02 16:06:22.601389,n,down,170.712
2025-11-02 16:06:22.677949,n,up,
2025-11-02 16:06:23.135762,e,down,534.369
2025-11-02 16:06:23.139320,r,down,3.569
2025-11-02 16:06:23.239978,e,up,
2025-11-02 16:06:23.323727,r,up,
2025-11-02 16:06:24.394127,Key.space,down,1254.716
2025-11-02 16:06:24.477703,Key.space,up,
2025-11-02 16:06:24.508377,d,down,114.304
2025-11-02 16:06:24.581475,d,up,
2025-11-02 16:06:24.600209,o,down,91.863
2025-11-02 16:06:24.696439,o,up,
2025-11-02 16:06:24.708363,g,down,108.131
2025-11-02 16:06:24.824285,Key.space,down,115.903
2025-11-02 16:06:24.828001,g,up,
2025-11-02 16:06:24.892871,Key.space,up,
2025-11-02 16:06:28.268769,Key.backspace,down,3444.477
2025-11-02 16:06:28.380874,Key.backspace,up,
2025-11-02 16:06:28.895003,.,down,626.277
2025-11-02 16:06:28.966942,.,up,
2025-11-02 16:06:31.231276,Key.ctrl,down,2336.238
2025-11-02 16:06:32.591081,c,down,1359.839
