timestamp,key,event_type,time_since_last_key
2025-11-02 16:09:14.858816,r,up,
2025-11-02 16:09:14.862740,i,down,100.315
2025-11-02 16:09:14.919061,n,down,56.319
2025-11-02 16:09:14.950855,i,up,
2025-11-02 16:09:14.982682,g,down,63.618
2025-11-02 16:09:15.046642,n,up,
2025-11-02 16:09:15.054172,Key.space,down,71.456
2025-11-02 16:09:15.069752,g,up,
2025-11-02 16:09:15.151104,t,down,96.766
2025-11-02 16:09:15.214748,h,down,63.845
2025-11-02 16:09:15.215271,Key.space,up,
2025-11-02 16:09:15.254722,t,up,
2025-11-02 16:09:15.298496,h,up,
2025-11-02 16:09:15.334125,e,down,119.384
2025-11-02 16:09:15.430675,Key.space,down,96.498
2025-11-02 16:09:15.453844,e,up,
2025-11-02 16:09:15.550602,s,down,119.97
2025-11-02 16:09:15.586300,Key.space,up,
2025-11-02 16:09:15.650932,s,up,
2025-11-02 16:09:15.731026,w,down,180.429
2025-11-02 16:09:15.815850,w,up,
2025-11-02 16:09:15.879223,e,down,148.198
2025-11-02 16:09:15.947908,e,up,
2025-11-02 16:09:16.039162,a,down,159.94
2025-11-02 16:09:16.127543,t,down,88.378
2025-11-02 16:09:16.146586,a,up,
2025-11-02 16:09:16.235724,s,down,108.181
2025-11-02 16:09:16.236112,t,up,
2025-11-02 16:09:16.319688,Key.space,down,83.916
2025-11-02 16:09:16.379064,s,up,
2025-11-02 16:09:16.459438,Key.space,up,
2025-11-02 16:09:16.547139,i,down,227.503
2025-11-02 16:09:16.712041,i,up,
2025-11-02 16:09:16.920282,Key.space,down,373.099
2025-11-02 16:09:17.084994,Key.space,up,
2025-11-02 16:09:17.215150,g,down,294.912
2025-11-02 16:09:17.267598,a,down,52.444
2025-11-02 16:09:17.278686,g,up,
2025-11-02 16:09:17.356232,a,up,
2025-11-02 16:09:17.423150,v,down,155.554
2025-11-02 16:09:17.467617,e,down,44.468
2025-11-02 16:09:17.475208,v,up,
2025-11-02 16:09:17.539770,Key.space,down,72.102
2025-11-02 16:09:17.607095,e,up,
2025-11-02 16:09:17.667040,h,down,127.321
2025-11-02 16:09:17.755729,Key.space,up,
2025-11-02 16:09:17.787019,e,down,119.979
2025-11-02 16:09:17.807076,h,up,
2025-11-02 16:09:17.872062,e,up,
2025-11-02 16:09:17.953170,r,down,166.153
2025-11-02 16:09:18.090143,r,up,
2025-11-02 16:09:18.310059,.,down,356.887
2025-11-02 16:09:18.415195,.,up,
2025-11-02 16:09:19.660735,Key.ctrl,down,1350.639
2025-11-02 16:09:19.796055,c,down,135.363
